City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Year,Month,Pollution_Index,Temp_Bin
Mumbai,India,2023-05-12,46.6,118.7,87.64,18.84,9.75,86.82,14.27,27.44,5.8,2023,5,61.39166666666666,Ameno
Johannesburg,South Africa,2023-09-23,88.58,149.13,57.88,28.71,1.96,88.45,10.78,26.45,14.48,2023,9,69.11833333333333,Ameno
Cairo,Egypt,2023-09-28,100.18,91.87,29.63,18.81,0.94,126.12,19.03,68.08,10.95,2023,9,61.25833333333333,Ameno
Tokyo,Japan,2023-07-08,79.81,85.87,73.02,42.5,1.35,164.58,19.39,24.29,10.8,2023,7,74.52166666666666,Ameno
Toronto,Canada,2023-05-15,27.33,27.58,22.98,38.89,0.8,144.19,31.53,58.39,7.13,2023,5,43.62833333333333,Muito Quente
Johannesburg,South Africa,2023-10-07,132.92,118.86,73.31,33.94,7.75,117.12,24.4,85.3,5.31,2023,10,80.64999999999999,Quente
Sydney,Australia,2023-06-13,47.73,34.33,26.94,32.45,7.66,34.27,24.68,48.99,2.4,2023,6,30.563333333333333,Quente
Dubai,Uae,2023-11-25,140.5,190.83,34.97,39.68,9.59,99.55,4.85,90.88,8.5,2023,11,85.85333333333334,Frio
Paris,France,2023-05-24,6.57,14.97,37.15,21.73,6.05,165.54,-9.08,10.95,8.68,2023,5,42.001666666666665,Muito Frio
Istanbul,Turkey,2023-04-22,93.84,34.19,79.49,44.54,5.18,183.62,10.58,30.48,14.45,2023,4,73.47666666666666,Ameno
Moscow,Russia,2023-12-04,28.56,107.91,63.14,34.44,4.36,188.74,15.11,78.32,3.53,2023,12,71.19166666666668,Ameno
Istanbul,Turkey,2023-08-07,92.45,14.43,19.86,12.07,4.09,111.27,37.07,39.45,13.84,2023,8,42.36166666666667,Muito Quente
Beijing,China,2023-03-06,85.0,110.26,23.84,11.73,0.97,81.14,2.25,18.88,10.96,2023,3,52.156666666666666,Frio
Bangkok,Thailand,2023-04-14,32.16,16.54,45.5,28.18,7.72,92.47,23.66,12.98,8.95,2023,4,37.095,Quente
Tokyo,Japan,2023-01-11,27.93,157.9,60.72,49.44,1.73,185.9,-8.03,77.33,15.42,2023,1,80.60333333333334,Muito Frio
Cairo,Egypt,2023-08-13,68.96,40.4,11.18,18.54,2.83,102.52,27.08,85.48,6.15,2023,8,40.73833333333334,Quente
Beijing,China,2023-10-17,101.72,193.65,75.25,36.11,6.95,95.07,-7.46,39.8,16.54,2023,10,84.79166666666667,Muito Frio
Istanbul,Turkey,2023-07-01,54.46,145.6,52.89,33.5,6.08,36.15,6.4,36.75,10.13,2023,7,54.779999999999994,Frio
Berlin,Germany,2023-01-20,46.45,47.95,22.98,24.23,2.67,99.4,4.19,37.21,13.9,2023,1,40.61333333333334,Frio
Istanbul,Turkey,2023-10-27,20.97,152.92,28.24,10.92,1.26,40.09,10.85,65.63,6.57,2023,10,42.4,Ameno
Cairo,Egypt,2023-04-25,14.06,16.59,9.03,11.89,9.16,167.53,32.51,63.11,8.63,2023,4,38.04333333333333,Muito Quente
Moscow,Russia,2023-09-18,110.68,157.8,12.16,17.36,2.55,89.79,13.47,38.16,1.46,2023,9,65.05666666666669,Ameno
Mumbai,India,2023-06-03,37.55,12.43,5.37,15.89,7.31,44.88,2.3,42.51,13.17,2023,6,20.57166666666667,Frio
Bangkok,Thailand,2023-09-20,124.54,45.96,45.66,14.08,6.59,155.85,13.77,89.83,16.07,2023,9,65.44666666666667,Ameno
Sydney,Australia,2023-09-11,101.56,80.52,90.83,43.48,8.99,31.87,-5.72,42.51,17.64,2023,9,59.541666666666664,Muito Frio
Johannesburg,South Africa,2023-12-22,63.68,136.14,74.55,30.18,1.71,44.81,16.44,85.77,3.71,2023,12,58.51166666666666,Ameno
Seoul,South Korea,2023-10-19,109.42,46.59,80.09,35.92,6.35,146.76,27.58,58.72,10.72,2023,10,70.855,Quente
Madrid,Spain,2023-10-20,32.96,144.76,65.85,16.43,2.68,128.52,11.29,33.97,13.33,2023,10,65.2,Ameno
Berlin,Germany,2023-02-20,71.9,80.05,79.62,40.46,6.9,185.84,38.18,64.11,8.46,2023,2,77.46166666666666,Muito Quente
Mexico City,Mexico,2023-01-12,44.36,54.77,23.51,20.94,9.15,54.72,20.55,84.4,0.86,2023,1,34.575,Quente
Rio De Janeiro,Brazil,2023-04-14,81.17,74.48,82.95,18.22,5.61,28.71,9.21,85.66,17.9,2023,4,48.52333333333334,Frio
Mumbai,India,2023-04-04,92.97,56.57,12.48,39.9,6.68,187.4,15.39,92.17,15.62,2023,4,66.0,Ameno
Rio De Janeiro,Brazil,2023-10-13,135.59,152.18,80.08,41.9,7.42,157.19,-9.44,38.57,2.25,2023,10,95.72666666666665,Muito Frio
Seoul,South Korea,2023-09-03,108.45,150.62,26.54,33.42,3.66,26.07,-8.85,28.52,7.85,2023,9,58.12666666666667,Muito Frio
Dubai,Uae,2023-01-25,41.9,70.82,80.77,22.07,8.63,97.38,36.46,66.36,14.05,2023,1,53.595,Muito Quente
Los Angeles,Usa,2023-11-12,49.99,180.29,26.01,13.75,7.9,156.41,29.89,48.5,2.21,2023,11,72.39166666666667,Quente
Madrid,Spain,2023-12-06,48.41,90.08,30.52,3.27,9.58,92.79,4.96,29.27,17.85,2023,12,45.775000000000006,Frio
London,Uk,2023-10-23,10.47,24.16,47.09,16.26,9.48,23.32,34.95,52.44,19.34,2023,10,21.796666666666667,Muito Quente
Cairo,Egypt,2023-02-12,45.19,59.25,8.83,29.95,7.7,86.56,2.93,27.61,16.63,2023,2,39.58,Frio
Johannesburg,South Africa,2023-11-18,19.28,64.74,98.86,33.91,6.59,110.99,-2.66,60.11,19.71,2023,11,55.72833333333333,Muito Frio
Tokyo,Japan,2023-10-06,54.71,122.26,7.26,33.85,7.41,13.02,10.92,59.82,7.99,2023,10,39.751666666666665,Ameno
Berlin,Germany,2023-04-17,33.26,85.2,68.16,48.63,5.94,194.49,9.15,48.35,15.57,2023,4,72.61333333333333,Frio
Mexico City,Mexico,2023-03-16,30.07,98.19,82.7,7.18,6.44,179.82,23.62,92.79,5.34,2023,3,67.39999999999999,Quente
Paris,France,2023-09-06,51.51,184.92,29.08,41.52,4.18,64.67,16.57,14.2,12.75,2023,9,62.64666666666667,Ameno
Los Angeles,Usa,2023-01-25,73.82,69.93,29.96,26.07,5.91,162.92,38.41,88.23,4.84,2023,1,61.435,Muito Quente
Los Angeles,Usa,2023-11-25,148.96,189.43,21.4,36.78,3.83,118.17,-4.69,68.41,12.74,2023,11,86.42833333333333,Muito Frio
Mumbai,India,2023-03-27,70.29,55.34,80.26,13.7,7.82,74.57,-4.75,14.3,17.33,2023,3,50.330000000000005,Muito Frio
Paris,France,2023-09-15,112.57,194.79,85.83,6.21,2.73,134.58,10.78,96.91,13.37,2023,9,89.45166666666667,Ameno
Moscow,Russia,2023-02-25,22.13,11.47,71.59,46.64,6.1,34.82,-2.95,96.13,10.72,2023,2,32.12499999999999,Muito Frio
New York,Usa,2023-12-21,130.03,78.72,17.15,29.72,2.88,60.28,7.41,30.04,17.76,2023,12,53.129999999999995,Frio
Mumbai,India,2023-07-13,85.5,19.89,43.24,22.77,5.55,52.21,20.09,44.03,14.81,2023,7,38.193333333333335,Quente
Toronto,Canada,2023-02-15,70.1,148.1,73.82,40.65,3.78,128.55,38.57,64.95,0.88,2023,2,77.49999999999999,Muito Quente
Tokyo,Japan,2023-08-26,46.14,192.82,61.9,38.41,6.07,101.84,21.62,17.61,2.36,2023,8,74.52999999999999,Quente
Rio De Janeiro,Brazil,2023-09-15,43.37,70.88,65.72,44.08,6.58,178.68,25.65,36.05,14.93,2023,9,68.21833333333335,Quente
Dubai,Uae,2023-12-09,10.61,131.28,73.86,2.37,6.78,115.99,-7.44,18.75,6.39,2023,12,56.815,Muito Frio
Beijing,China,2023-01-13,74.26,162.1,76.71,22.36,6.5,10.04,16.71,86.93,18.52,2023,1,58.66166666666667,Ameno
Rio De Janeiro,Brazil,2023-09-02,91.44,76.78,38.09,21.45,7.82,92.04,11.45,58.41,15.46,2023,9,54.60333333333333,Ameno
Los Angeles,Usa,2023-01-06,17.22,41.13,93.67,16.96,3.25,72.37,15.88,15.04,2.43,2023,1,40.76666666666667,Ameno
Dubai,Uae,2023-04-19,55.56,195.33,86.68,37.68,5.98,175.37,19.12,12.07,12.68,2023,4,92.7666666666667,Ameno
Seoul,South Korea,2023-02-03,30.07,186.88,6.42,5.0,0.67,60.8,25.12,54.04,17.51,2023,2,48.306666666666665,Quente
Mexico City,Mexico,2023-10-10,77.47,63.93,30.11,8.77,0.78,167.48,29.74,45.6,11.98,2023,10,58.089999999999996,Quente
Rio De Janeiro,Brazil,2023-01-02,87.74,152.86,6.42,46.4,8.3,37.71,7.21,64.05,5.08,2023,1,56.571666666666665,Frio
Johannesburg,South Africa,2023-11-23,48.33,20.04,66.01,10.39,4.54,147.88,10.52,80.77,15.58,2023,11,49.53166666666666,Ameno
London,Uk,2023-08-28,138.95,178.92,53.15,5.0,2.0,160.46,-8.42,57.02,8.61,2023,8,89.74666666666667,Muito Frio
Mumbai,India,2023-07-19,25.04,25.67,92.23,13.21,5.21,138.1,11.81,60.44,4.15,2023,7,49.910000000000004,Ameno
Berlin,Germany,2023-12-26,128.26,91.79,44.2,13.7,1.22,190.85,4.21,10.43,6.0,2023,12,78.33666666666666,Frio
Los Angeles,Usa,2023-11-17,139.17,194.01,44.62,6.44,9.29,151.63,23.41,61.08,14.89,2023,11,90.86,Quente
Beijing,China,2023-08-15,94.69,23.73,20.59,39.48,2.66,155.29,14.27,29.23,18.91,2023,8,56.07333333333332,Ameno
Johannesburg,South Africa,2023-11-14,32.23,194.24,43.97,9.66,9.04,76.68,-7.12,76.83,5.73,2023,11,60.970000000000006,Muito Frio
Rio De Janeiro,Brazil,2023-07-27,11.72,113.74,32.09,7.6,8.58,113.97,1.48,32.61,19.78,2023,7,47.95000000000001,Frio
Madrid,Spain,2023-09-05,53.34,30.58,30.89,7.8,9.04,157.86,18.83,72.92,13.34,2023,9,48.251666666666665,Ameno
Toronto,Canada,2023-10-21,33.39,59.24,7.36,24.89,2.0,87.79,32.74,47.67,5.16,2023,10,35.778333333333336,Muito Quente
Seoul,South Korea,2023-09-17,61.46,175.77,18.61,1.0,1.41,14.17,31.5,23.06,13.43,2023,9,45.40333333333334,Muito Quente
Los Angeles,Usa,2023-04-13,17.98,60.36,8.17,49.44,6.41,116.31,13.39,81.26,6.21,2023,4,43.11166666666666,Ameno
Mumbai,India,2023-01-09,101.58,78.03,30.44,4.11,1.11,192.05,-5.12,52.85,4.16,2023,1,67.88666666666667,Muito Frio
Tokyo,Japan,2023-11-19,41.98,57.65,34.62,22.36,5.33,160.85,15.51,35.73,10.97,2023,11,53.79833333333334,Ameno
New York,Usa,2023-08-21,130.71,29.34,70.09,26.77,8.54,168.05,12.68,81.02,9.32,2023,8,72.25000000000001,Ameno
Dubai,Uae,2023-12-12,118.85,178.97,26.86,12.99,1.83,139.57,30.3,44.17,10.94,2023,12,79.845,Muito Quente
Tokyo,Japan,2023-10-11,103.63,31.91,94.61,23.65,2.47,111.07,24.08,67.28,8.78,2023,10,61.22333333333333,Quente
Rio De Janeiro,Brazil,2023-04-22,82.35,90.7,89.15,20.74,1.91,196.81,-4.73,13.06,12.78,2023,4,80.27666666666669,Muito Frio
Mexico City,Mexico,2023-07-15,143.9,131.99,61.54,1.05,0.74,36.13,13.76,14.88,0.53,2023,7,62.55833333333334,Ameno
Berlin,Germany,2023-07-18,104.9,55.8,78.86,39.69,2.14,107.14,2.7,65.38,9.73,2023,7,64.755,Frio
Dubai,Uae,2023-11-10,136.05,54.18,23.38,12.23,6.52,138.05,19.47,87.37,14.45,2023,11,61.73500000000001,Ameno
Mumbai,India,2023-05-08,48.67,83.67,74.91,18.07,5.78,124.0,36.15,74.6,16.86,2023,5,59.18333333333334,Muito Quente
Madrid,Spain,2023-08-07,100.53,70.13,48.72,35.18,2.82,129.38,5.83,98.28,8.23,2023,8,64.46,Frio
Dubai,Uae,2023-06-13,6.23,72.92,54.0,4.16,4.94,85.8,-9.78,20.96,10.37,2023,6,38.00833333333333,Muito Frio
Istanbul,Turkey,2023-05-09,117.54,50.04,16.41,41.72,1.17,94.94,6.89,30.78,4.93,2023,5,53.63666666666666,Frio
Los Angeles,Usa,2023-01-26,29.41,104.17,16.3,43.05,7.3,193.3,33.07,24.47,7.54,2023,1,65.58833333333334,Muito Quente
New York,Usa,2023-01-19,32.43,66.64,76.52,21.62,6.69,50.16,8.84,61.13,2.66,2023,1,42.34333333333333,Frio
Cairo,Egypt,2023-05-04,54.72,176.86,92.55,43.2,3.36,41.95,9.05,37.73,2.77,2023,5,68.77333333333333,Frio
Beijing,China,2023-12-13,46.69,77.28,42.01,49.06,4.52,186.29,24.46,68.4,15.35,2023,12,67.64166666666667,Quente
London,Uk,2023-06-16,90.2,73.98,27.95,21.71,5.24,107.5,32.59,65.91,4.4,2023,6,54.43000000000001,Muito Quente
Berlin,Germany,2023-08-21,75.95,187.3,95.78,32.14,6.16,196.17,30.57,61.93,9.44,2023,8,98.91666666666667,Muito Quente
Moscow,Russia,2023-04-17,132.2,129.64,65.5,28.44,7.86,104.95,7.09,29.15,8.25,2023,4,78.09833333333333,Frio
Seoul,South Korea,2023-09-16,48.05,100.48,46.28,34.83,0.73,47.61,-4.65,10.57,2.96,2023,9,46.32999999999999,Muito Frio
Berlin,Germany,2023-12-04,61.74,189.24,50.04,49.49,3.25,97.38,26.58,36.6,3.23,2023,12,75.19000000000001,Quente
Beijing,China,2023-06-09,19.93,138.85,80.33,12.74,4.92,154.25,-4.62,17.5,4.77,2023,6,68.50333333333334,Muito Frio
Los Angeles,Usa,2023-11-22,126.54,18.64,15.82,31.71,9.12,16.57,37.36,19.96,5.68,2023,11,36.4,Muito Quente
Paris,France,2023-07-16,13.79,189.71,54.45,21.34,0.98,34.34,12.47,24.01,7.72,2023,7,52.435,Ameno
Toronto,Canada,2023-09-09,11.17,83.87,50.33,35.74,7.72,31.11,5.22,86.25,5.81,2023,9,36.656666666666666,Frio
Moscow,Russia,2023-08-20,101.01,186.04,11.88,22.91,6.36,11.07,-0.51,60.37,11.02,2023,8,56.54500000000001,Muito Frio
Beijing,China,2023-08-18,140.94,69.25,71.03,34.65,2.26,30.53,31.91,20.28,17.85,2023,8,58.10999999999999,Muito Quente
Beijing,China,2023-03-12,26.76,168.49,40.46,6.77,0.95,126.19,30.54,71.13,9.0,2023,3,61.60333333333333,Muito Quente
Istanbul,Turkey,2023-03-06,55.38,156.58,73.19,29.72,5.79,82.23,15.43,16.36,0.6,2023,3,67.14833333333334,Ameno
Madrid,Spain,2023-11-09,32.9,58.1,75.59,12.36,9.74,64.37,-6.73,13.66,8.0,2023,11,42.17666666666667,Muito Frio
London,Uk,2023-11-23,43.77,154.97,54.89,33.6,4.75,123.43,-7.86,42.31,4.93,2023,11,69.235,Muito Frio
Mexico City,Mexico,2023-03-14,85.47,20.05,13.61,38.31,4.35,72.56,20.41,41.97,9.01,2023,3,39.05833333333333,Quente
Bangkok,Thailand,2023-01-18,130.77,162.96,6.73,20.4,8.37,21.07,-9.1,95.47,9.47,2023,1,58.38333333333333,Muito Frio
Berlin,Germany,2023-04-14,122.6,127.86,86.4,6.96,4.37,83.32,-0.75,65.71,6.58,2023,4,71.91833333333334,Muito Frio
Sydney,Australia,2023-12-13,118.24,65.8,91.68,42.26,2.46,193.0,7.68,61.93,15.57,2023,12,85.57333333333334,Frio
Seoul,South Korea,2023-04-10,107.3,171.15,85.51,34.17,5.58,14.01,-0.73,91.25,18.62,2023,4,69.61999999999999,Muito Frio
Paris,France,2023-06-05,109.92,195.51,46.22,49.08,6.57,145.55,6.66,32.24,1.44,2023,6,92.14166666666665,Frio
Rio De Janeiro,Brazil,2023-07-22,56.41,56.01,25.46,6.21,0.92,150.95,-2.87,84.06,11.39,2023,7,49.32666666666666,Muito Frio
Rio De Janeiro,Brazil,2023-12-07,9.33,156.79,91.44,21.32,9.88,105.7,-1.28,92.17,18.35,2023,12,65.74333333333333,Muito Frio
Dubai,Uae,2023-03-17,112.9,92.8,50.24,46.05,3.22,95.85,21.04,52.1,12.72,2023,3,66.84333333333335,Quente
Rio De Janeiro,Brazil,2023-09-05,101.53,141.3,86.27,25.01,7.59,103.42,38.3,64.48,17.56,2023,9,77.52,Muito Quente
Rio De Janeiro,Brazil,2023-05-15,30.96,74.73,39.7,11.1,5.79,127.9,10.97,97.21,13.33,2023,5,48.36333333333332,Ameno
Los Angeles,Usa,2023-04-11,42.34,52.54,12.16,24.96,2.27,69.68,16.2,76.07,7.92,2023,4,33.99166666666667,Ameno
Madrid,Spain,2023-07-23,47.8,59.56,11.1,44.2,7.68,25.95,-4.92,39.25,12.17,2023,7,32.714999999999996,Muito Frio
Berlin,Germany,2023-08-15,64.32,16.03,46.51,49.9,2.5,145.6,30.39,34.77,14.0,2023,8,54.14333333333334,Muito Quente
Mumbai,India,2023-10-04,60.42,82.66,20.72,28.59,9.65,47.68,21.54,16.43,16.77,2023,10,41.62,Quente
Sydney,Australia,2023-03-05,13.71,68.13,38.98,24.38,1.9,27.1,19.19,93.18,7.8,2023,3,29.03333333333333,Ameno
New York,Usa,2023-01-28,37.32,137.91,70.67,1.04,2.87,54.77,31.16,75.64,1.24,2023,1,50.76333333333333,Muito Quente
Beijing,China,2023-02-27,19.17,51.96,8.72,3.34,5.69,60.02,19.14,70.37,1.98,2023,2,24.816666666666666,Ameno
Sydney,Australia,2023-03-11,48.2,104.19,60.34,1.91,2.01,12.97,-1.25,62.73,3.53,2023,3,38.269999999999996,Muito Frio
New York,Usa,2023-11-12,84.74,64.26,99.55,23.39,6.59,100.03,18.82,88.01,12.18,2023,11,63.09333333333333,Ameno
Beijing,China,2023-10-15,116.2,128.35,65.68,11.06,7.72,187.43,-2.21,25.59,5.54,2023,10,86.07333333333334,Muito Frio
Istanbul,Turkey,2023-04-04,124.14,169.43,88.04,37.23,0.32,198.02,20.27,58.24,15.4,2023,4,102.86333333333334,Quente
Berlin,Germany,2023-12-23,96.52,81.12,60.75,37.73,5.69,193.3,36.0,66.15,3.31,2023,12,79.185,Muito Quente
Moscow,Russia,2023-10-21,17.81,195.93,26.2,7.94,3.32,186.15,9.3,96.63,15.11,2023,10,72.89166666666667,Frio
Berlin,Germany,2023-10-05,44.17,166.86,22.57,21.11,3.75,134.3,-0.34,53.84,9.81,2023,10,65.46000000000001,Muito Frio
Rio De Janeiro,Brazil,2023-05-08,149.42,62.05,22.61,40.12,9.18,137.1,36.71,18.87,8.66,2023,5,70.08,Muito Quente
Madrid,Spain,2023-07-15,21.4,52.29,5.51,39.11,7.38,192.38,6.74,22.67,7.67,2023,7,53.01166666666666,Frio
Dubai,Uae,2023-08-12,149.54,80.01,18.46,23.25,7.01,33.91,27.64,87.92,11.1,2023,8,52.029999999999994,Quente
Istanbul,Turkey,2023-12-25,72.38,47.3,61.11,14.12,3.99,41.76,1.19,53.73,7.9,2023,12,40.11,Frio
Paris,France,2023-04-23,44.76,196.75,43.76,38.62,9.29,173.49,21.76,21.34,5.82,2023,4,84.44500000000001,Quente
Bangkok,Thailand,2023-02-15,67.98,179.21,26.47,48.81,4.34,86.59,37.43,32.65,10.06,2023,2,68.89999999999999,Muito Quente
Mumbai,India,2023-10-01,101.48,80.42,33.74,43.17,4.97,138.63,25.02,94.52,16.52,2023,10,67.06833333333334,Quente
Paris,France,2023-01-16,70.05,19.62,30.27,47.42,7.92,147.87,-9.35,37.57,6.96,2023,1,53.85833333333333,Muito Frio
Bangkok,Thailand,2023-02-20,120.82,167.55,55.17,21.42,1.37,33.06,19.57,44.06,10.17,2023,2,66.56500000000001,Ameno
Bangkok,Thailand,2023-04-03,133.72,100.11,42.74,34.53,0.36,14.38,-9.94,47.7,13.31,2023,4,54.30666666666667,Muito Frio
London,Uk,2023-11-26,15.55,116.39,25.11,23.67,6.61,45.62,2.03,17.14,0.83,2023,11,38.82500000000001,Frio
New York,Usa,2023-10-26,79.01,138.87,66.58,35.56,5.06,122.94,31.2,31.32,10.08,2023,10,74.67,Muito Quente
Bangkok,Thailand,2023-08-09,48.84,98.63,63.94,10.51,1.23,144.69,5.86,58.53,9.13,2023,8,61.306666666666665,Frio
Madrid,Spain,2023-07-08,131.74,43.72,85.87,38.42,8.11,76.06,11.07,53.22,8.22,2023,7,63.98666666666668,Ameno
Toronto,Canada,2023-06-27,143.43,175.19,34.83,40.29,7.47,99.79,1.7,16.44,10.53,2023,6,83.50000000000001,Frio
Los Angeles,Usa,2023-08-07,138.07,136.63,43.32,33.22,6.41,73.1,2.99,12.46,14.27,2023,8,71.79166666666667,Frio
Madrid,Spain,2023-07-14,7.77,178.13,78.4,49.19,9.65,162.17,6.65,44.9,8.57,2023,7,80.88499999999999,Frio
Beijing,China,2023-07-02,108.53,179.31,81.54,45.55,6.12,192.88,-1.29,80.49,7.35,2023,7,102.32166666666667,Muito Frio
Mumbai,India,2023-03-07,66.13,158.83,75.07,38.32,0.5,46.56,13.02,31.99,18.59,2023,3,64.235,Ameno
Moscow,Russia,2023-03-09,107.26,43.64,89.89,37.6,6.44,178.73,3.18,41.52,0.96,2023,3,77.26,Frio
Seoul,South Korea,2023-08-28,144.85,86.72,71.64,3.9,3.49,163.04,28.09,64.4,17.22,2023,8,78.94,Quente
Johannesburg,South Africa,2023-10-06,31.41,199.65,57.91,16.38,3.08,173.83,-1.88,72.41,14.92,2023,10,80.37666666666667,Muito Frio
Bangkok,Thailand,2023-01-11,112.54,101.35,37.89,6.42,1.08,70.88,-0.65,50.95,11.69,2023,1,55.026666666666664,Muito Frio
Los Angeles,Usa,2023-05-07,45.28,67.0,34.02,12.27,2.37,75.47,18.71,96.82,19.69,2023,5,39.40166666666667,Ameno
Moscow,Russia,2023-11-18,70.93,78.53,30.59,20.88,7.61,23.77,21.97,43.01,13.71,2023,11,38.71833333333334,Quente
Seoul,South Korea,2023-07-25,33.46,152.04,10.03,42.91,3.64,122.49,21.96,77.7,3.17,2023,7,60.76166666666666,Quente
Bangkok,Thailand,2023-07-05,17.15,96.96,76.3,24.08,7.04,50.91,23.13,60.43,14.8,2023,7,45.40666666666666,Quente
Dubai,Uae,2023-02-27,144.03,162.57,31.55,38.2,5.31,158.08,23.66,11.02,16.52,2023,2,89.95666666666666,Quente
Beijing,China,2023-12-04,149.51,195.17,47.52,13.28,6.95,159.58,25.89,20.94,14.59,2023,12,95.33499999999998,Quente
Los Angeles,Usa,2023-01-03,111.12,154.11,36.36,34.95,0.16,179.17,3.81,56.05,18.9,2023,1,85.97833333333334,Frio
Johannesburg,South Africa,2023-02-10,5.69,41.5,98.97,14.43,0.87,33.82,11.73,84.88,2.95,2023,2,32.54666666666667,Ameno
Mumbai,India,2023-06-14,81.66,26.14,90.35,18.21,0.54,98.62,1.77,34.0,14.26,2023,6,52.586666666666666,Frio
Seoul,South Korea,2023-06-04,71.56,93.34,36.05,42.91,7.73,116.79,35.56,99.66,15.65,2023,6,61.39666666666667,Muito Quente
Los Angeles,Usa,2023-09-16,9.75,42.4,67.52,20.84,6.05,58.87,7.3,38.06,12.6,2023,9,34.23833333333334,Frio
Paris,France,2023-01-18,89.94,36.0,85.19,28.98,4.88,63.21,-5.87,61.62,17.43,2023,1,51.36666666666667,Muito Frio
Sydney,Australia,2023-10-16,75.08,143.93,72.88,3.42,0.71,129.62,11.17,40.3,16.94,2023,10,70.94,Ameno
Rio De Janeiro,Brazil,2023-03-27,88.88,57.26,29.74,25.86,3.49,29.06,22.85,52.89,10.27,2023,3,39.04833333333334,Quente
Dubai,Uae,2023-05-23,106.34,106.45,92.53,21.45,4.55,114.42,24.95,33.39,19.79,2023,5,74.29,Quente
Mumbai,India,2023-06-25,17.3,192.62,75.78,7.39,1.44,171.78,-3.64,67.7,12.57,2023,6,77.71833333333335,Muito Frio
Paris,France,2023-01-22,124.44,54.92,26.89,1.71,6.13,170.42,13.84,62.06,2.97,2023,1,64.085,Ameno
Bangkok,Thailand,2023-12-24,94.65,126.04,13.73,16.56,1.14,129.05,5.37,39.27,9.54,2023,12,63.52833333333333,Frio
Seoul,South Korea,2023-12-01,118.83,25.46,37.58,48.74,6.02,114.66,0.95,92.08,6.11,2023,12,58.54833333333334,Frio
Cairo,Egypt,2023-12-02,56.41,153.01,62.52,18.13,3.85,101.08,21.38,57.05,18.89,2023,12,65.83333333333333,Quente
Moscow,Russia,2023-08-04,123.33,151.0,26.27,1.64,6.73,91.97,4.17,60.64,2.74,2023,8,66.82333333333332,Frio
Mumbai,India,2023-10-14,64.0,46.86,85.6,27.58,3.85,193.55,9.22,34.58,4.45,2023,10,70.24,Frio
Los Angeles,Usa,2023-05-25,49.44,129.53,28.63,26.63,8.18,64.35,21.11,60.31,3.09,2023,5,51.126666666666665,Quente
Paris,France,2023-08-09,68.36,80.36,72.46,22.56,0.38,29.96,10.15,65.36,4.41,2023,8,45.68,Ameno
London,Uk,2023-04-04,59.49,170.31,36.76,45.62,2.68,181.73,-2.89,80.32,7.45,2023,4,82.765,Muito Frio
Beijing,China,2023-01-19,61.95,72.63,33.56,33.42,6.5,75.46,24.68,39.7,7.98,2023,1,47.25333333333333,Quente
Beijing,China,2023-07-19,121.61,184.06,79.31,18.33,2.14,21.4,22.38,85.9,6.5,2023,7,71.14166666666667,Quente
Bangkok,Thailand,2023-05-27,19.65,11.52,72.19,7.43,7.76,148.17,25.93,51.99,15.8,2023,5,44.453333333333326,Quente
Madrid,Spain,2023-03-01,100.23,18.78,84.92,45.87,4.84,41.84,5.76,57.96,3.63,2023,3,49.413333333333334,Frio
Seoul,South Korea,2023-08-22,107.47,160.86,69.97,1.73,6.97,67.84,25.0,53.92,3.43,2023,8,69.14000000000003,Quente
Madrid,Spain,2023-09-10,13.1,187.59,14.72,39.76,9.26,192.35,29.2,69.81,8.93,2023,9,76.13,Quente
Tokyo,Japan,2023-05-18,23.26,125.81,85.47,15.35,1.36,119.1,24.4,56.73,4.37,2023,5,61.725,Quente
New York,Usa,2023-10-23,98.72,124.81,27.46,10.27,9.28,122.03,12.55,78.49,9.19,2023,10,65.42833333333333,Ameno
Seoul,South Korea,2023-02-15,6.65,40.87,42.0,29.3,4.74,107.21,18.18,74.04,1.96,2023,2,38.461666666666666,Ameno
Madrid,Spain,2023-10-22,22.26,161.39,10.83,7.12,2.17,61.3,16.39,97.63,15.3,2023,10,44.178333333333335,Ameno
New York,Usa,2023-06-13,93.47,68.57,45.84,27.31,1.02,196.66,-3.22,94.43,4.27,2023,6,72.145,Muito Frio
Seoul,South Korea,2023-06-05,110.58,191.53,20.69,6.49,2.08,117.72,33.61,93.64,2.35,2023,6,74.84833333333334,Muito Quente
Berlin,Germany,2023-10-21,41.78,80.09,32.14,37.54,7.41,107.29,11.09,15.41,17.72,2023,10,51.041666666666664,Ameno
Mexico City,Mexico,2023-01-02,18.64,131.72,8.31,15.23,4.52,78.8,13.57,53.97,19.28,2023,1,42.870000000000005,Ameno
London,Uk,2023-07-27,74.79,105.78,36.93,49.58,3.65,90.75,13.83,94.0,5.76,2023,7,60.24666666666666,Ameno
Dubai,Uae,2023-01-16,86.09,21.11,57.14,35.93,7.78,68.62,12.81,47.33,11.86,2023,1,46.11166666666667,Ameno
Paris,France,2023-02-26,42.33,128.48,56.89,21.61,4.57,188.25,24.75,72.44,5.01,2023,2,73.68833333333333,Quente
Dubai,Uae,2023-07-04,101.97,147.99,97.15,35.29,8.78,129.08,14.28,66.89,6.69,2023,7,86.71,Ameno
Moscow,Russia,2023-11-12,65.39,19.98,74.93,45.59,6.91,61.6,31.4,60.34,8.39,2023,11,45.73333333333334,Muito Quente
